imdb_id,title,genre,imdb_rating,votes,year
tt5425186,horace and pete,"Comedy, Drama",8.5,17764,2016
tt0070644,scenes from a marriage,Drama,8.5,17435,1973
tt4295140,chef's table,"Biography, Documentary",8.5,17279,2015
tt8317568,broken but beautiful,"Drama, Romance",8.5,17230,2018
tt0185133,yu yu hakusho: ghost files,"Action, Adventure, Animation",8.5,16648,1992
tt1230180,the angry video game nerd,"Action, Comedy, Sci-Fi",8.5,16012,2004
tt0131179,detective conan,"Action, Animation, Comedy",8.5,15950,1996
tt6958022,the defiant ones,"Biography, Crime, Documentary",8.5,15787,2017
tt11691684,flower of evil,"Crime, Mystery, Romance",8.5,15389,2020
tt0061287,the prisoner,"Drama, Mystery, Sci-Fi",8.5,15353,1967
tt0934320,summer heights high,"Comedy, Drama, Family",8.5,15262,2007
tt0098825,house of cards,Drama,8.5,15260,1990
tt0807832,mushi-shi,"Animation, Drama, Fantasy",8.5,15012,2005
tt26225038,death's game,"Drama, Fantasy",8.5,14974,2023
tt22185582,sixer,"Drama, Sport",8.5,14134,2022
tt27867155,mr bates vs. the post office,"Biography, Drama",8.5,12849,2024
tt0315008,great teacher onizuka,"Animation, Comedy, Drama",8.5,12141,1999
tt0161952,saint seiya: knights of the zodiac,"Action, Adventure, Animation",8.5,11541,1986
tt12369754,staged,"Comedy, Drama",8.5,10709,2020
tt0062550,the bugs bunny/road runner hour,"Animation, Comedy",8.5,10352,1968
tt11052470,move to heaven,Drama,8.5,10238,2021
tt2301351,rupaul's drag race all stars,"Game-Show, Reality-TV",8.5,10173,2012
tt1632701,suits,"Comedy, Drama",8.4,498129,2011
tt0460681,supernatural,"Drama, Fantasy, Horror",8.4,496756,2005
tt2467372,brooklyn nine-nine,"Comedy, Crime",8.4,379806,2013
tt0285403,scrubs,"Comedy, Drama",8.4,273952,2001
tt5675620,the punisher,"Action, Crime, Drama",8.4,272932,2017
tt12637874,fallout,"Action, Adventure, Drama",8.4,267453,2024
tt5834204,the handmaid's tale,"Drama, Sci-Fi, Thriller",8.4,264528,2017
tt1119644,fringe,"Drama, Mystery, Sci-Fi",8.4,261085,2008
tt3920596,big little lies,"Crime, Drama, Mystery",8.4,230758,2017
tt7221388,cobra kai,"Action, Comedy, Drama",8.4,213561,2018
tt9561862,"love, death & robots","Action, Adventure, Animation",8.4,204783,2019
tt0285331,24,"Action, Crime, Drama",8.4,199441,2001
tt10155688,mare of easttown,"Crime, Drama, Mystery",8.4,196902,2021
tt3006802,outlander,"Adventure, Drama, Fantasy",8.4,183572,2014
tt0387199,entourage,"Comedy, Drama",8.4,178670,2004
tt9253284,andor,"Action, Adventure, Drama",8.4,178135,2022
tt2401256,the night of,"Crime, Drama, Mystery",8.4,177272,2016
tt7657124,the heroes,"Animation, Drama, History",8.4,168600,2008
tt8398600,after life,"Comedy, Drama",8.4,157112,2019
tt1474684,luther,"Crime, Drama, Mystery",8.4,156743,2010
tt0409591,naruto,"Action, Adventure, Animation",8.4,136293,2002
tt2249364,broadchurch,"Crime, Drama, Mystery",8.4,130900,2013
tt2017109,banshee,"Action, Crime, Drama",8.4,130146,2013
tt0458290,star wars: the clone wars,"Action, Adventure, Animation",8.4,126202,2008
tt2149175,the americans,"Crime, Drama, Mystery",8.4,114345,2013
tt0491738,psych,"Comedy, Crime, Mystery",8.4,112559,2006
tt0118480,stargate sg-1,"Action, Adventure, Drama",8.4,103223,1997
tt2788432,american crime story,"Biography, Crime, Drama",8.4,100021,2016
tt9059760,normal people,"Drama, Romance",8.4,97818,2020
tt1220617,the inbetweeners,Comedy,8.4,96189,2008
tt0060028,star trek,"Action, Adventure, Sci-Fi",8.4,95008,1966
tt6473300,mirzapur,"Action, Crime, Drama",8.4,87892,2018
tt1442462,the good wife,"Crime, Drama, Mystery",8.4,84518,2009
tt4189022,ash vs evil dead,"Action, Comedy, Horror",8.4,81457,2015
tt0412253,veronica mars,"Crime, Drama, Mystery",8.4,79291,2004
tt1759761,veep,Comedy,8.4,66139,2012
tt13616990,chainsaw man,"Action, Adventure, Animation",8.4,64399,2022
tt0262150,black books,Comedy,8.4,62602,2000
tt5249462,erased,"Animation, Crime, Drama",8.4,61904,2016
tt0995832,generation kill,"Drama, War",8.4,60579,2008
tt0925266,pushing daisies,"Comedy, Drama, Fantasy",8.4,60133,2007
tt2384811,utopia,"Drama, Mystery, Sci-Fi",8.4,52363,2013
tt0103584,x-men,"Action, Adventure, Animation",8.4,51246,1992
tt5743796,warrior,"Action, Crime, Drama",8.4,47522,2019
tt0319969,carnivàle,"Drama, Fantasy, Mystery",8.4,47467,2003
tt11247158,the legend of vox machina,"Action, Adventure, Animation",8.4,45479,2022
tt1227926,dr. horrible's sing-along blog,"Comedy, Musical, Sci-Fi",8.4,44451,2008
tt1942683,the amazing world of gumball,"Adventure, Animation, Comedy",8.4,44111,2011
tt1830379,top boy,"Crime, Drama, Thriller",8.4,42176,2011
tt0094582,the wonder years,"Comedy, Drama, Family",8.4,41578,1988
tt0056751,doctor who,"Adventure, Drama, Family",8.4,40186,1963
tt0458254,the colbert report,"Comedy, News, Talk-Show",8.4,39287,2005
tt7658402,harley quinn,"Action, Adventure, Animation",8.4,39033,2019
tt0094535,red dwarf,"Comedy, Sci-Fi",8.4,37792,1988
tt0472027,john adams,"Biography, Drama, History",8.4,37523,2008
tt2578560,broad city,Comedy,8.4,36543,2014
tt0112175,spider-man: the animated series,"Action, Adventure, Animation",8.4,36531,1994
tt2543312,halt and catch fire,Drama,8.4,36075,2014
tt0105946,babylon 5,"Action, Adventure, Drama",8.4,35236,1993
tt6439752,snowfall,"Crime, Drama",8.4,34886,2017
tt0478942,life on mars,"Crime, Drama, Mystery",8.4,33311,2006
tt1883092,generation war,"Action, Drama, History",8.4,33247,2013
tt4192812,unforgotten,"Crime, Drama, Mystery",8.4,31931,2015
tt7078180,violet evergarden,"Animation, Drama, Family",8.4,31855,2018
tt13433812,vincenzo,"Action, Comedy, Crime",8.4,31105,2021
tt4378376,babylon berlin,"Crime, Drama, Thriller",8.4,30950,2017
tt0826760,the killing,"Crime, Drama, Mystery",8.4,30715,2007
tt14168162,bosch: legacy,"Crime, Drama",8.4,29735,2022
tt8594324,ghosts,"Comedy, Fantasy",8.4,28230,2019
tt6905542,the dark crystal: age of resistance,"Adventure, Family, Fantasy",8.4,27678,2019
tt0086659,'allo 'allo!,"Comedy, History, War",8.4,27505,1982
tt6205862,inside look: the people v. o.j. simpson - american crime story,"Documentary, Short",8.4,27414,2016
tt0074028,the muppet show,"Comedy, Family, Musical",8.4,26681,1976
tt0163503,top gear,Documentary,8.4,25236,1978
tt0416394,the mighty boosh,"Comedy, Fantasy, Musical",8.4,24462,2003
tt0235923,invader zim,"Action, Adventure, Animation",8.4,22964,2001
tt0098878,northern exposure,"Comedy, Drama",8.4,22674,1990
tt0108872,my so-called life,"Comedy, Drama, Romance",8.4,22337,1994
tt0083466,police squad!,"Comedy, Crime",8.4,21291,1982
tt0408381,doc martin,"Comedy, Drama, Romance",8.4,20918,2004
tt0976192,the spectacular spider-man,"Action, Adventure, Animation",8.4,20237,2008
tt0118266,the new batman adventures,"Action, Adventure, Animation",8.4,19825,1997
tt1734135,trollhunters: tales of arcadia,"Action, Adventure, Animation",8.4,19621,2016
tt0075572,roots,"Biography, Drama, History",8.4,19212,1977
tt2407574,my mad fat diary,"Comedy, Drama, Romance",8.4,19210,2013
tt0066626,all in the family,"Comedy, Drama",8.4,19197,1971
tt8681148,this is going to hurt,"Biography, Comedy, Drama",8.4,19135,2022
tt0053479,the andy griffith show,"Comedy, Family",8.4,17549,1960
tt1553644,the ricky gervais show,"Animation, Comedy, Talk-Show",8.4,17281,2010
tt9174582,brassic,"Comedy, Drama",8.4,14662,2019
tt17921714,a small light,"Biography, Drama, History",8.4,13861,2023
tt0924651,the graham norton show,"Comedy, Music, Talk-Show",8.4,13474,2007
tt0098833,jeeves and wooster,Comedy,8.4,13318,1990
tt13409432,ranking of kings,"Action, Adventure, Animation",8.4,12995,2021
tt10183988,julie and the phantoms,"Adventure, Comedy, Drama",8.4,12641,2020
tt0184135,the league of gentlemen,"Comedy, Horror",8.4,12508,1999
tt0054533,the dick van dyke show,"Comedy, Family",8.4,12195,1961
tt5514358,steins;gate 0,"Animation, Drama, Mystery",8.4,12107,2018
tt24640580,moving,"Action, Adventure, Fantasy",8.4,11959,2023
tt4284216,healer,"Action, Comedy, Crime",8.4,11747,2014
tt0437729,the late late show with craig ferguson,"Comedy, Music, Talk-Show",8.4,11603,2005
tt1493239,terriers,"Comedy, Crime, Drama",8.4,11402,2010
tt0096626,the kids in the hall,Comedy,8.4,11250,1988
tt10324164,prehistoric planet,"Animation, Documentary, History",8.4,11062,2022
tt0112084,mr. show with bob and david,Comedy,8.4,10711,1995
tt6461346,stranger,"Crime, Drama, Mystery",8.4,10640,2017
tt0092571,anne of avonlea,"Drama, Family, Romance",8.4,10416,1987
tt0105933,the adventures of pete & pete,"Comedy, Drama, Family",8.4,10146,1992
tt8146754,infinity train,"Action, Adventure, Animation",8.4,10070,2019
tt0460649,how i met your mother,"Comedy, Drama, Romance",8.3,744657,2005
tt0411008,lost,"Adventure, Drama, Fantasy",8.3,617306,2004
tt0455275,prison break,"Action, Crime, Drama",8.3,601518,2005
tt11198330,house of the dragon,"Action, Adventure, Drama",8.3,451969,2022
tt1796960,homeland,"Crime, Drama, Mystery",8.3,365057,2011
tt8772296,euphoria,Drama,8.3,257707,2019
tt0904208,californication,"Comedy, Drama",8.3,190167,2007
tt0118276,buffy the vampire slayer,"Action, Adventure, Drama",8.3,163235,1997
tt11737520,one piece,"Action, Adventure, Comedy",8.3,161897,2023
tt3647998,taboo,"Drama, Mystery, Thriller",8.3,152361,2017
tt2632424,the originals,"Drama, Fantasy, Horror",8.3,151473,2013
tt1695360,the legend of korra,"Action, Adventure, Animation",8.3,141715,2012
tt13146488,peacemaker,"Action, Adventure, Comedy",8.3,141433,2022
tt0374463,the pacific,"Action, Adventure, Drama",8.3,134285,2010
tt0496424,30 rock,Comedy,8.3,133668,2006
tt5348176,barry,"Action, Comedy, Crime",8.3,127689,2018
tt1637727,the killing,"Crime, Drama, Mystery",8.3,126466,2011
tt7909970,unbelievable,"Crime, Drama",8.3,124332,2019
tt2234222,orphan black,"Drama, Sci-Fi, Thriller",8.3,118936,2013
tt2699128,the leftovers,"Drama, Fantasy, Mystery",8.3,116666,2014
tt4270492,billions,Drama,8.3,111770,2016
tt11337908,maid,Drama,8.3,105962,2021
tt8714904,narcos: mexico,"Crime, Drama",8.3,95281,2018
tt2249007,ray donovan,"Crime, Drama",8.3,95117,2013
tt12590266,cyberpunk: edgerunners,"Action, Adventure, Animation",8.3,89557,2022
tt6517102,castlevania,"Action, Adventure, Animation",8.3,84129,2017
tt12327578,star trek: strange new worlds,"Action, Adventure, Sci-Fi",8.3,61834,2022
tt0445114,extras,"Comedy, Drama",8.3,61184,2005
tt1344204,blue mountain state,"Comedy, Sport",8.3,59986,2010
tt18335752,1923,"Drama, Western",8.3,58796,2022
tt6611916,kingdom,"Action, Drama, Horror",8.3,56806,2019
tt1699748,hell on wheels,"Drama, Western",8.3,56716,2011
tt0383126,mythbusters,"Documentary, Mystery, Reality-TV",8.3,55333,2003
tt0220880,courage the cowardly dog,"Adventure, Animation, Comedy",8.3,52717,1999
tt3358020,parasyte: the maxim,"Action, Animation, Drama",8.3,52326,2014
tt0115147,the daily show,"Comedy, News, Talk-Show",8.3,48528,1996
tt15477488,farzi,"Crime, Drama, Thriller",8.3,48468,2023
tt3655448,the young pope,Drama,8.3,48272,2016
tt1598754,24: live another day,"Action, Crime, Drama",8.3,47043,2014
tt13706018,spy x family,"Action, Animation, Comedy",8.3,44258,2022
tt1466074,columbo,"Crime, Drama, Mystery",8.3,43617,1971
tt0187636,farscape,"Action, Adventure, Drama",8.3,41026,1999
tt1836037,longmire,"Action, Crime, Drama",8.3,41020,2012
tt4565380,fauda,"Action, Drama, Thriller",8.3,39354,2015
tt15469618,bad sisters,"Comedy, Drama, Thriller",8.3,38424,2022
tt4644488,dragon ball super,"Action, Adventure, Animation",8.3,38074,2015
tt1416765,parenthood,"Comedy, Drama",8.3,38049,2010
tt3636060,poldark,"Drama, Romance",8.3,36965,2015
tt4057372,sugarland,"Animation, Comedy, Family",8.3,35966,2019
tt0874936,life,"Crime, Drama, Mystery",8.3,35640,2007
tt1702042,an idiot abroad,"Adventure, Comedy, Documentary",8.3,34723,2010
tt8694364,years and years,"Drama, Sci-Fi",8.3,33951,2019
tt5853176,the good fight,"Crime, Drama",8.3,33373,2017
tt9054904,why women kill,"Comedy, Crime, Drama",8.3,32962,2019
tt21209876,solo leveling,"Action, Adventure, Animation",8.3,31483,2024
tt10244600,winning time: the rise of the lakers dynasty,"Biography, Drama, Sport",8.3,29967,2022
tt8809646,college romance,"Comedy, Drama, Romance",8.3,28992,2018
tt8688814,the dragon prince,"Action, Adventure, Animation",8.3,28847,2018
tt0381798,rescue me,"Comedy, Drama",8.3,28346,2004
tt2183404,rectify,Drama,8.3,27959,2013
tt1984119,feud,"Biography, Drama",8.3,27682,2017
tt2396135,shetland,"Crime, Drama, Mystery",8.3,27249,2013
tt3012698,olive kitteridge,Drama,8.3,26885,2014
tt1981558,key and peele,Comedy,8.3,26747,2012
tt13623580,reservation dogs,"Comedy, Crime",8.3,25631,2021
tt1409055,dragon ball z kai,"Action, Adventure, Animation",8.3,25465,2009
tt0485842,studio 60 on the sunset strip,"Comedy, Drama",8.3,25414,2006
tt13293588,mushoku tensei: jobless reincarnation,"Action, Adventure, Animation",8.3,24338,2021
tt0780362,jane eyre,"Drama, Romance",8.3,22715,2006
tt14518756,hometown cha-cha-cha,"Comedy, Drama, Romance",8.3,22364,2021
tt14192814,kursadzije,"Comedy, Drama, Horror",8.3,22309,2006
tt14674086,welcome to wrexham,"Documentary, Sport",8.3,22139,2022
tt0948103,gurren lagann,"Action, Adventure, Animation",8.3,22128,2007
tt8679236,who is america?,Comedy,8.3,20711,2018
tt6478318,masum,"Crime, Drama, Mystery",8.3,20639,2017
tt7765404,wayne,"Action, Comedy",8.3,20235,2019
tt0179552,the adventures of tintin,"Action, Adventure, Animation",8.3,19548,1991
tt11775988,operation mbbs,"Comedy, Drama",8.3,19414,2020
tt0160904,mi-5,"Action, Crime, Drama",8.3,18971,2002
tt0835434,in treatment,Drama,8.3,18570,2008
tt0839188,metalocalypse,"Animation, Comedy, Music",8.3,18427,2006
tt11070216,dirin dirin,"Animation, Comedy",8.3,18381,2015
tt13899566,special ops 1.5: the himmat story,"Action, Crime, Drama",8.3,17896,2021
tt0088491,the bugs bunny/looney tunes comedy hour,"Animation, Comedy, Family",8.3,17831,1985
tt4277922,call my agent!,"Comedy, Drama",8.3,17285,2015
tt1626038,the avengers: earth's mightiest heroes,"Action, Adventure, Animation",8.3,16739,2010
tt7222086,made in abyss,"Action, Adventure, Animation",8.3,16630,2017
tt1279972,treme,"Drama, Music",8.3,16186,2010
tt1685471,this is england '86,"Comedy, Crime, Drama",8.3,14806,2010
tt8888462,pachinko,Drama,8.3,14523,2022
tt0103376,bottom,Comedy,8.3,14486,1991
tt6157148,weightlifting fairy kim bok-joo,"Comedy, Romance",8.3,13945,2016
tt10975574,julia,"Biography, Drama",8.3,13630,2022
tt0361256,wonderfalls,"Comedy, Drama, Fantasy",8.3,13248,2004
tt0423661,green wing,"Comedy, Drama",8.3,12972,2004
tt5531466,ducktales,"Action, Adventure, Animation",8.3,12708,2017
tt21975436,kaiju no. 8,"Action, Adventure, Animation",8.3,12460,2024
tt0050051,perry mason,"Crime, Drama, Mystery",8.3,12331,1957
tt9113406,wu-tang: an american saga,"Biography, Drama, Music",8.3,12148,2019
tt6354518,the disastrous life of saiki k.,"Animation, Comedy, Fantasy",8.3,11887,2016
tt0337898,law of the lawless,"Action, Crime, Drama",8.3,11878,2002
tt8893550,car masters: rust to riches,Reality-TV,8.3,11805,2018
tt2126154,this is england '88,"Comedy, Crime, Drama",8.3,11792,2011
tt2006421,gran hotel,"Crime, Drama, History",8.3,11438,2011
tt0974077,cranford,Drama,8.3,10886,2007
tt0442632,bleak house,"Crime, Drama",8.3,10855,2005
tt0362192,state of play,"Crime, Drama, Mystery",8.3,10722,2003
tt6256484,while you were sleeping,"Comedy, Drama, Fantasy",8.3,10635,2017
tt20449048,feels like home,Comedy,8.3,10569,2022
tt1634549,millennium,"Action, Crime, Mystery",8.3,10528,2010
tt0065314,the mary tyler moore show,Comedy,8.3,10453,1970
tt21030032,oshi no ko,"Animation, Drama, Fantasy",8.3,10402,2023
tt12063450,to your eternity,"Adventure, Animation, Drama",8.3,10291,2021
tt0101049,a bit of fry and laurie,Comedy,8.3,10019,1987
tt6468322,money heist,"Action, Crime, Drama",8.2,550318,2017
tt9140554,loki,"Action, Adventure, Fantasy",8.2,427317,2021
tt7767422,sex education,"Comedy, Drama, Romance",8.2,365257,2019
tt1196946,the mentalist,"Crime, Drama, Mystery",8.2,206399,2008
tt4955642,the good place,"Comedy, Drama, Fantasy",8.2,197739,2016
tt2431438,sense8,"Drama, Mystery, Sci-Fi",8.2,165432,2015
tt0238784,gilmore girls,"Comedy, Drama",8.2,154643,2000
tt0934814,chuck,"Action, Comedy, Drama",8.2,149012,2007
tt1358522,white collar,"Comedy, Crime, Drama",8.2,145727,2009
tt0212671,malcolm in the middle,"Comedy, Family",8.2,145695,2000
tt7049682,watchmen,"Crime, Drama, Mystery",8.2,137761,2019
tt7203552,the morning show,Drama,8.2,134608,2019
tt2628232,penny dreadful,"Drama, Fantasy, Horror",8.2,133519,2014
tt2375692,black sails,"Action, Adventure, Drama",8.2,118294,2014
tt0206512,spongebob squarepants,"Animation, Comedy, Family",8.2,115292,1999
tt1548850,misfits,"Comedy, Drama, Fantasy",8.2,109035,2009
tt6315640,atypical,"Comedy, Drama",8.2,106471,2017
tt0106004,frasier,Comedy,8.2,97637,1993
tt1561755,bob's burgers,"Animation, Comedy",8.2,95136,2011
tt0840196,skins,Drama,8.2,95004,2007
tt5875444,slow horses,"Drama, Thriller",8.2,91191,2022
tt5626028,my hero academia,"Action, Adventure, Animation",8.2,85623,2016
tt5516154,godless,"Action, Drama, Western",8.2,81745,2017
tt4635276,master of none,"Comedy, Drama",8.2,76938,2015
tt0434665,bleach,"Action, Adventure, Animation",8.2,74793,2004
tt0866442,eastbound & down,"Comedy, Drama, Sport",8.2,65424,2009
tt3487382,forever,"Crime, Drama, Fantasy",8.2,63439,2014
tt4047038,dirk gently's holistic detective agency,"Action, Adventure, Comedy",8.2,58706,2016
tt3609352,grace and frankie,Comedy,8.2,58343,2015
tt11712058,mayor of kingstown,"Crime, Drama, Thriller",8.2,56012,2021
tt1480684,the league,"Comedy, Sport",8.2,52700,2009
tt8788458,the promised neverland,"Action, Adventure, Animation",8.2,49776,2019
tt6317068,final space,"Action, Adventure, Animation",8.2,49164,2018
tt0088526,the golden girls,"Comedy, Drama",8.2,48810,1985
tt22074164,jury duty,Comedy,8.2,48548,2023
tt11815682,hacks,"Comedy, Drama",8.2,46233,2021
tt14664414,young royals,"Drama, Romance",8.2,46020,2021
tt5574490,animal kingdom,"Crime, Drama",8.2,44970,2016
tt7255502,the kominsky method,"Comedy, Drama",8.2,44882,2018
tt13911628,lessons in chemistry,Drama,8.2,43446,2023
tt3061046,steven universe,"Action, Adventure, Animation",8.2,41342,2013
tt14218830,abbott elementary,Comedy,8.2,38429,2021
tt7441658,black clover,"Action, Adventure, Animation",8.2,38152,2017
tt20723374,star wars: tales of the jedi,"Action, Adventure, Animation",8.2,37813,2022
tt1073507,party down,"Comedy, Drama",8.2,37699,2009
tt0096684,quantum leap,"Action, Adventure, Drama",8.2,37191,1989
tt5137338,victoria,"Biography, Drama, History",8.2,31713,2016
tt3877200,the missing,"Crime, Drama, Mystery",8.2,30914,2014
tt13138834,time,"Crime, Drama",8.2,28549,2021
tt0495212,hellsing ultimate,"Action, Animation, Fantasy",8.2,27869,2006
tt1235547,better off ted,"Comedy, Sci-Fi",8.2,27628,2009
tt11639414,the midnight gospel,"Adventure, Animation, Comedy",8.2,26676,2020
tt8531222,dave,"Comedy, Music",8.2,26376,2020
tt5912064,kim's convenience,Comedy,8.2,25308,2016
tt1637574,conan,"Comedy, Music, Talk-Show",8.2,25162,2010
tt0251439,trigun,"Action, Adventure, Animation",8.2,24793,1998
tt8101850,undone,"Animation, Drama, Fantasy",8.2,24354,2019
tt4374208,catastrophe,Comedy,8.2,24243,2015
tt4592410,the get down,"Drama, Music, Musical",8.2,23925,2016
tt0379632,hustle,"Crime, Drama, Mystery",8.2,23758,2004
tt4925000,descendants of the sun,"Action, Comedy, Drama",8.2,23627,2016
tt0908454,gavin & stacey,"Comedy, Drama, Romance",8.2,23442,2007
tt1844923,friday night dinner,Comedy,8.2,23164,2011
tt11398870,caliphate,"Crime, Drama, Thriller",8.2,22911,2020
tt9458304,dororo,"Action, Adventure, Animation",8.2,22313,2019
tt2581458,looking,"Comedy, Drama, Romance",8.2,22070,2014
tt6466208,breathe,"Crime, Drama, Thriller",8.2,21995,2018
tt0105929,absolutely fabulous,Comedy,8.2,21947,1992
tt1693592,vera,"Crime, Drama, Mystery",8.2,21147,2011
tt11239552,itaewon class,"Drama, Romance",8.2,21022,2020
tt0108906,the kingdom,"Comedy, Drama, Fantasy",8.2,20664,1994
tt0207275,the 10th kingdom,"Adventure, Comedy, Family",8.2,20661,2000
tt12197698,leverage: redemption,"Crime, Mystery, Thriller",8.2,20607,2021
tt5673782,genius,"Biography, Drama, History",8.2,20378,2017
tt8392006,apharan,"Action, Crime, Thriller",8.2,20183,2018
tt0106052,late night with conan o'brien,"Comedy, Music, Talk-Show",8.2,19187,1993
tt6263222,strong girl bong-soon,"Comedy, Crime, Drama",8.2,19006,2017
tt1660055,scooby-doo! mystery incorporated,"Adventure, Animation, Comedy",8.2,18998,2010
tt4687882,patriot,"Comedy, Drama, Thriller",8.2,18847,2015
tt1091909,murdoch mysteries,"Crime, Drama, Mystery",8.2,18209,2008
tt1988386,miss fisher's murder mysteries,"Crime, Drama, History",8.2,18129,2012
tt0983983,shaun the sheep,"Animation, Comedy, Family",8.2,17546,2007
tt1533435,miranda,Comedy,8.2,17545,2009
tt0387736,farscape: the peacekeeper wars,"Action, Adventure, Drama",8.2,17045,2004
tt3469052,my love from another star,"Comedy, Drama, Fantasy",8.2,17039,2013
tt0083505,the young ones,Comedy,8.2,16810,1982
