imdb_id,title,genre,imdb_rating,votes,year
tt0103352,are you afraid of the dark?,"Drama, Fantasy, Horror",8.2,16605,1990
tt7211618,gentleman jack,"Biography, Drama, History",8.2,16375,2019
tt0874608,inspector lewis,"Crime, Drama, Mystery",8.2,16303,2006
tt15222080,blue lock,"Animation, Sport, Thriller",8.2,16161,2022
tt14466018,blue lights,"Crime, Drama, Thriller",8.2,15383,2023
tt1118804,clannad,"Animation, Comedy, Drama",8.2,15298,2007
tt2051178,fate/zero,"Action, Adventure, Animation",8.2,15263,2011
tt27668559,queen of tears,"Drama, Family, Romance",8.2,15199,2024
tt5014882,the durrells,"Biography, Comedy, Drama",8.2,15016,2016
tt0092379,inspector morse,"Crime, Drama, Mystery",8.2,14805,1987
tt6494622,made in heaven,"Drama, Romance",8.2,14642,2019
tt9612102,exit,"Crime, Drama, Thriller",8.2,14530,2019
tt0058805,get smart,"Action, Adventure, Comedy",8.2,14169,1965
tt1708446,taarak mehta ka ooltah chashmah,"Comedy, Family",8.2,13587,2008
tt0098830,in living color,"Comedy, Music",8.2,13201,1990
tt15384586,fellow travelers,"Drama, Romance",8.2,13113,2023
tt1334722,baccano!,"Action, Adventure, Animation",8.2,12912,2007
tt10691770,helluva boss,"Action, Animation, Comedy",8.2,12513,2019
tt2348803,kuroko's basketball,"Animation, Comedy, Sport",8.2,12317,2012
tt0816397,ouran high school host club,"Animation, Comedy, Romance",8.2,12130,2006
tt0346369,penn & teller: bullshit!,"Comedy, Documentary",8.2,11954,2003
tt1773185,puella magi madoka magica,"Action, Adventure, Animation",8.2,11873,2011
tt0071042,the rockford files,"Crime, Drama, Mystery",8.2,11354,1974
tt0197159,home movies,"Animation, Comedy, Drama",8.2,11282,1999
tt15026724,our beloved summer,"Drama, Romance",8.2,11153,2021
tt2432604,toast of london,Comedy,8.2,11007,2012
tt0081873,hill street blues,"Crime, Drama, Mystery",8.2,10925,1981
tt6112556,yuri!!! on ice,"Animation, Comedy, Drama",8.2,10822,2016
tt1178522,little dorrit,"Drama, Mystery, Romance",8.2,10731,2008
tt1138475,the guild,"Comedy, Short",8.2,10560,2007
tt1520211,the walking dead,"Drama, Horror, Thriller",8.1,1111457,2010
tt0898266,the big bang theory,"Comedy, Romance",8.1,888449,2007
tt13443470,wednesday,"Comedy, Crime, Fantasy",8.1,388659,2022
tt0182576,family guy,"Animation, Comedy",8.1,370403,1999
tt0452046,criminal minds,"Crime, Drama, Mystery",8.1,225616,2005
tt0165598,that '70s show,"Comedy, Drama, Romance",8.1,192219,1998
tt1219024,castle,"Comedy, Crime, Drama",8.1,177550,2009
tt11691774,only murders in the building,"Comedy, Crime, Drama",8.1,172101,2021
tt3205802,how to get away with murder,"Crime, Drama, Mystery",8.1,170545,2014
tt7016936,killing eve,"Action, Adventure, Drama",8.1,141883,2018
tt14688458,silo,"Drama, Mystery, Sci-Fi",8.1,139863,2023
tt0203259,law & order: special victims unit,"Crime, Drama, Mystery",8.1,130841,1999
tt2294189,the fall,"Crime, Drama, Thriller",8.1,122931,2013
tt2188671,bates motel,"Drama, Horror, Mystery",8.1,119494,2013
tt4301160,black bird,"Biography, Crime, Drama",8.1,115233,2022
tt0092400,married... with children,Comedy,8.1,113012,1987
tt2879552,11.22.63,"Drama, Mystery, Romance",8.1,104176,2016
tt5114356,legion,"Action, Drama, Sci-Fi",8.1,99041,2017
tt0312172,monk,"Comedy, Crime, Drama",8.1,95259,2002
tt0758790,the tudors,"Drama, History, Romance",8.1,82779,2007
tt7772588,for all mankind,"Drama, Sci-Fi",8.1,74415,2019
tt0374455,stargate: atlantis,"Action, Adventure, Drama",8.1,72800,2004
tt0106145,star trek: deep space nine,"Action, Adventure, Drama",8.1,72593,1993
tt8690918,resident alien,"Comedy, Drama, Mystery",8.1,67563,2021
tt9680440,paatal lok,"Crime, Drama, Thriller",8.1,66109,2020
tt5618256,manhunt,"Biography, Crime, Drama",8.1,64826,2017
tt2930604,star wars: rebels,"Action, Adventure, Animation",8.1,60975,2014
tt0852863,phineas and ferb,"Action, Adventure, Animation",8.1,59479,2007
tt1610527,workaholics,Comedy,8.1,57018,2011
tt2235759,the great,"Biography, Comedy, Drama",8.1,56779,2020
tt4687880,goliath,Drama,8.1,55758,2016
tt22014226,taaza khabar,"Action, Comedy, Drama",8.1,54469,2023
tt3281796,power,"Crime, Drama",8.1,53908,2014
tt16283804,one day,"Comedy, Drama, Romance",8.1,52575,2024
tt11016042,ripley,"Crime, Drama, Thriller",8.1,52208,2024
tt8634332,the righteous gemstones,"Comedy, Drama",8.1,49174,2019
tt0105958,boy meets world,"Comedy, Drama, Family",8.1,47274,1993
tt2805096,chicago p.d.,"Action, Crime, Drama",8.1,47171,2014
tt0348913,dead like me,"Comedy, Drama, Fantasy",8.1,44454,2003
tt2452242,happy!,"Action, Comedy, Crime",8.1,43785,2017
tt1615919,raising hope,"Comedy, Family",8.1,41389,2010
tt8749198,daisy jones & the six,"Drama, Music, Romance",8.1,39894,2023
tt14524712,beckham,"Biography, Documentary, Sport",8.1,37657,2023
tt2616280,derek,"Comedy, Drama",8.1,36137,2012
tt7768848,wild wild country,"Crime, Documentary",8.1,36093,2018
tt1492179,strike back,"Action, Drama, Thriller",8.1,33990,2010
tt6877772,american vandal,"Comedy, Crime, Drama",8.1,33623,2017
tt0830361,the lost room,"Action, Fantasy, Mystery",8.1,33549,2006
tt4998350,the deuce,"Crime, Drama, Mystery",8.1,32709,2017
tt21344706,the glory,"Drama, Mystery, Thriller",8.1,32469,2022
tt0914387,damages,"Crime, Drama, Mystery",8.1,31986,2007
tt0147746,batman beyond,"Action, Adventure, Animation",8.1,31231,1999
tt9679542,dr. stone,"Action, Adventure, Animation",8.1,30829,2019
tt11639952,young rock,"Biography, Comedy",8.1,30491,2021
tt12920838,the frog,"Crime, Drama, Mystery",8.1,30285,2020
tt0318997,angels in america,"Drama, Fantasy, Romance",8.1,30261,2003
tt8332438,zerozerozero,"Crime, Drama, Thriller",8.1,30231,2019
tt12682218,scenes from a marriage,Drama,8.1,30229,2021
tt3228420,you're the worst,"Comedy, Drama, Romance",8.1,28719,2014
tt14819828,business proposal,"Comedy, Drama, Romance",8.1,28009,2022
tt0118298,daria,"Animation, Comedy, Drama",8.1,27778,1997
tt3910804,war & peace,"Drama, History, Romance",8.1,27369,2016
tt4524056,vis a vis,"Drama, Thriller",8.1,26842,2015
tt11204260,i may destroy you,Drama,8.1,26741,2020
tt3502172,mozart in the jungle,"Comedy, Drama, Music",8.1,26192,2014
tt16867040,cunk on earth,Comedy,8.1,25591,2022
tt0425118,i know this much is true,Drama,8.1,24378,2020
tt2543328,turn: washington's spies,"Drama, History, War",8.1,23884,2014
tt0460690,the unit,"Action, Drama, Thriller",8.1,23484,2006
tt0883772,man vs. wild,"Adventure, Reality-TV",8.1,23429,2006
tt2379308,psycho-pass,"Action, Animation, Crime",8.1,23280,2012
tt5024912,insecure,"Comedy, Drama, Romance",8.1,23046,2016
tt2183641,ripper street,"Crime, Drama, Mystery",8.1,22900,2012
tt10405370,rogue heroes,"Action, Drama, Thriller",8.1,22724,2022
tt5768632,love doesn't understand words,"Comedy, Romance",8.1,22703,2016
tt0421384,the valley of the wolves,"Action, Crime, Drama",8.1,22304,2003
tt8080122,godfather of harlem,"Crime, Drama",8.1,22198,2019
tt6051216,insider,"Action, Crime, Drama",8.1,21478,2016
tt0279077,flcl,"Action, Animation, Comedy",8.1,20277,2000
tt9095260,criminal justice,"Crime, Drama, Mystery",8.1,20203,2019
tt7745956,she-ra and the princesses of power,"Action, Adventure, Animation",8.1,20023,2018
tt7157248,the new pope,Drama,8.1,18960,2020
tt5339440,one day at a time,"Comedy, Drama",8.1,18734,2017
tt1833285,boss,"Crime, Drama",8.1,18493,2011
tt0500092,serial experiments lain,"Animation, Drama, Horror",8.1,18449,1998
tt1366312,emma,"Comedy, Drama, Romance",8.1,18321,2009
tt10314462,zoey's extraordinary playlist,"Comedy, Drama, Musical",8.1,18233,2020
tt0115378,superman: the animated series,"Action, Adventure, Animation",8.1,18205,1996
tt9054364,that time i got reincarnated as a slime,"Action, Adventure, Animation",8.1,17272,2018
tt11228748,the king: eternal monarch,"Fantasy, Mystery, Romance",8.1,17121,2020
tt3305096,galavant,"Adventure, Comedy, Fantasy",8.1,16836,2015
tt0080274,shogun,"Adventure, Drama, History",8.1,16570,1980
tt1913273,anohana: the flower we saw that day,"Adventure, Animation, Drama",8.1,16464,2011
tt13911284,hell's paradise: jigokuraku,"Action, Adventure, Animation",8.1,16068,2023
tt1515193,the big c,"Comedy, Drama",8.1,16007,2010
tt0063951,sesame street,"Adventure, Animation, Family",8.1,15834,1969
tt26737616,pluto,"Action, Animation, Drama",8.1,15097,2023
tt26315487,bloodhounds,"Action, Crime, Drama",8.1,15000,2023
tt22373148,karm yuddh,Drama,8.1,14874,2022
tt8324422,pen15,Comedy,8.1,14688,2019
tt14479078,candy,Thriller,8.1,14624,2021
tt10220588,hotel del luna,"Action, Comedy, Drama",8.1,14595,2019
tt0805661,the black donnellys,"Crime, Drama",8.1,14442,2007
tt11822998,the trials of gabriel fernandez,"Crime, Documentary",8.1,14196,2020
tt3556920,wolf hall,"Biography, Drama, History",8.1,13573,2015
tt5766194,legend of the blue sea,"Comedy, Drama, Fantasy",8.1,13514,2016
tt13304700,snowdrop,"Crime, Drama, Romance",8.1,13141,2021
tt22297578,cat,"Crime, Drama, Thriller",8.1,13089,2022
tt4731072,food wars: shokugeki no soma,"Animation, Comedy, Drama",8.1,13021,2015
tt1086191,outnumbered,"Comedy, Drama",8.1,12526,2007
tt8523042,vagabond,"Action, Mystery, Thriller",8.1,12366,2019
tt11147852,dorohedoro,"Action, Animation, Comedy",8.1,12307,2020
tt0088583,"north & south: book 1, north & south","Drama, History, Romance",8.1,12168,1985
tt12759100,somebody somewhere,"Comedy, Drama",8.1,12166,2022
tt23037654,khakee: the bihar chapter,"Action, Crime, Drama",8.1,12105,2022
tt16227240,the great weddings of munnes,"Comedy, Drama",8.1,12054,2022
tt18228732,colin from accounts,"Comedy, Drama, Romance",8.1,12040,2022
tt1008108,ashes to ashes,"Crime, Drama, Fantasy",8.1,11425,2008
tt16447750,maestro,"Crime, Drama, Mystery",8.1,11024,2022
tt6078096,high maintenance,"Comedy, Drama",8.1,10860,2016
tt4343334,for my son,"Action, Adventure, Comedy",8.1,10398,2015
tt7889220,dirty money,"Crime, Documentary",8.1,10350,2018
tt1973692,rita,"Comedy, Drama",8.1,10329,2012
tt8026448,tacoma fd,Comedy,8.1,10272,2019
tt11761194,power book iv: force,"Crime, Drama",8.1,10232,2022
tt6824234,fight for my way,"Comedy, Romance",8.1,10164,2017
tt2582590,vicious,Comedy,8.1,10127,2013
tt5580664,voltron: legendary defender,"Action, Adventure, Animation",8.1,10021,2016
tt5180504,the witcher,"Action, Adventure, Drama",8.0,583595,2019
tt10919420,squid game,"Action, Drama, Mystery",8.0,574653,2021
tt4052886,lucifer,"Crime, Drama, Fantasy",8.0,365902,2016
tt1844624,american horror story,"Drama, Horror, Sci-Fi",8.0,350220,2011
tt2372162,orange is the new black,"Comedy, Crime, Drama",8.0,324625,2013
tt9288030,reacher,"Action, Crime, Drama",8.0,228217,2022
tt6257970,the end of the f***ing world,"Adventure, Comedy, Crime",8.0,227919,2017
tt13406094,the white lotus,"Comedy, Drama",8.0,222603,2021
tt5057054,tom clancy's jack ryan,"Action, Drama, Thriller",8.0,180041,2018
tt7493974,bodyguard,"Crime, Drama, Thriller",8.0,153913,2018
tt14403178,beef,"Comedy, Drama",8.0,144142,2023
tt13210838,the gentlemen,"Action, Comedy, Crime",8.0,143582,2024
tt1235099,lie to me,"Crime, Drama, Mystery",8.0,129882,2009
tt2649356,sharp objects,"Crime, Drama, Mystery",8.0,124438,2018
tt6470478,the good doctor,Drama,8.0,119440,2017
tt1869454,good omens,"Comedy, Drama, Fantasy",8.0,116087,2019
tt14164730,dexter: new blood,"Crime, Drama, Mystery",8.0,108288,2021
tt1399664,the night manager,"Crime, Drama, Mystery",8.0,106757,2016
tt5691552,the orville,"Adventure, Comedy, Drama",8.0,102559,2017
tt9815454,unorthodox,Drama,8.0,94348,2020
tt7587890,the rookie,"Action, Crime, Drama",8.0,84116,2018
tt16358384,tulsa king,"Crime, Drama",8.0,83346,2022
tt2189461,marco polo,"Action, Adventure, Drama",8.0,80305,2014
tt0810788,burn notice,"Action, Crime, Drama",8.0,80172,2007
tt15677150,shrinking,"Comedy, Drama",8.0,77366,2023
tt12411074,paranormal,"Drama, Fantasy, Horror",8.0,74768,2020
tt2261391,chicago fire,"Action, Drama",8.0,66846,2012
tt5651844,travelers,"Drama, Mystery, Sci-Fi",8.0,66772,2016
tt11318602,don't f**k with cats: hunting an internet killer,"Crime, Documentary, Mystery",8.0,64415,2019
tt17491088,the diplomat,"Comedy, Drama, Thriller",8.0,64270,2023
tt0083399,cheers,"Comedy, Drama",8.0,63633,1982
tt0072562,saturday night live,"Comedy, Music",8.0,53815,1975
tt5770786,glow,"Comedy, Drama, Sport",8.0,51616,2017
tt7817340,new amsterdam,Drama,8.0,51527,2018
tt2887954,tokyo vice,"Crime, Drama, Thriller",8.0,50164,2022
tt7661390,gangs of london,"Action, Crime, Drama",8.0,43005,2020
tt4326894,f is for family,"Animation, Comedy, Drama",8.0,42045,2015
tt2712740,the goldbergs,Comedy,8.0,41828,2013
tt0084988,blackadder,Comedy,8.0,41722,1982
tt5011816,sneaky pete,"Comedy, Crime, Drama",8.0,41583,2015
tt4406178,the gilded age,Drama,8.0,40078,2022
tt9244578,rise of empires: ottoman,"Documentary, Drama, History",8.0,37449,2020
tt26933824,nobody wants this,"Comedy, Romance",8.0,36991,2024
tt6873658,the mechanism,"Crime, Drama, Thriller",8.0,36801,2018
tt0092345,ducktales,"Action, Adventure, Animation",8.0,35708,1987
tt1064899,queen of the south,"Action, Crime, Drama",8.0,35208,2016
tt1453159,the pillars of the earth,"Drama, Romance, Thriller",8.0,33615,2010
tt6586318,patrick melrose,Drama,8.0,33324,2018
tt3766376,vice principals,Comedy,8.0,32767,2016
tt4643084,counterpart,"Drama, Sci-Fi, Thriller",8.0,31918,2017
tt4258440,river,"Crime, Drama, Mystery",8.0,27968,2015
tt0096708,tales from the crypt,"Comedy, Crime, Fantasy",8.0,27796,1989
tt5607616,re: zero - starting life in another world,"Adventure, Animation, Drama",8.0,27157,2016
tt6792200,the keepers,"Crime, Documentary, Mystery",8.0,25756,2017
tt1001482,united states of tara,"Comedy, Drama, Romance",8.0,25520,2009
tt3561180,trapped,"Crime, Drama, Mystery",8.0,25474,2015
tt0086817,the transformers,"Action, Adventure, Animation",8.0,24152,1984
tt8201186,the capture,"Crime, Mystery, Thriller",8.0,24086,2019
tt0370194,reno 911!,"Comedy, Crime",8.0,23641,2003
tt4051832,lovesick,Comedy,8.0,23142,2014
tt10166602,"love, victor","Comedy, Drama, Romance",8.0,22739,2020
tt27713897,arnold,"Biography, Documentary",8.0,22722,2023
tt10050772,i think you should leave with tim robinson,Comedy,8.0,22423,2019
tt0057729,the addams family,"Comedy, Family, Horror",8.0,22366,1964
tt3837246,assassination classroom,"Action, Animation, Comedy",8.0,22218,2013
tt2521668,the returned,"Drama, Fantasy, Horror",8.0,21525,2012
tt7375404,kidding,"Comedy, Drama",8.0,20460,2018
tt8242904,what's wrong with secretary kim,"Comedy, Mystery, Romance",8.0,20309,2018
tt0377260,shameless,"Comedy, Crime, Drama",8.0,19072,2004
tt0108783,gargoyles,"Action, Adventure, Animation",8.0,19027,1994
tt0241088,da ali g show,Comedy,8.0,18480,2000
tt8993398,rascal does not dream of bunny girl senpai,"Animation, Drama, Fantasy",8.0,18132,2018
tt6474236,the looming tower,"Drama, History",8.0,18103,2018
tt0112095,newsradio,"Comedy, Romance",8.0,17746,1995
tt4384086,life in pieces,Comedy,8.0,17685,2015
tt13274038,true beauty,"Comedy, Drama, Romance",8.0,17215,2020
tt7649694,ramy,"Comedy, Drama, Romance",8.0,16925,2019
tt28681409,ranneeti: balakot & beyond,Action,8.0,16737,2024
tt13103134,horimiya,"Animation, Comedy, Drama",8.0,16726,2021
tt15765670,my dress-up darling,"Animation, Comedy, Romance",8.0,16133,2022
tt13444408,kin,"Crime, Drama",8.0,16082,2021
tt12867810,start-up,"Comedy, Drama, Romance",8.0,15874,2020
tt0108981,the vicar of dibley,Comedy,8.0,15869,1994
tt0985344,claymore,"Action, Adventure, Animation",8.0,15648,2007
tt4445154,deutschland 83,"Drama, Romance, Thriller",8.0,15310,2015
tt5797194,w,"Action, Comedy, Drama",8.0,14979,2016
tt3829868,looking for alaska,"Drama, Romance",8.0,14956,2019
tt0433722,paranoia agent,"Animation, Drama, Horror",8.0,14856,2004
tt2980696,quarry,"Crime, Drama, Thriller",8.0,14622,2016
tt2548418,jonathan strange & mr norrell,"Fantasy, War",8.0,14209,2015
tt18926162,tomorrow,"Action, Comedy, Drama",8.0,13967,2022
tt2314952,comedians in cars getting coffee,"Comedy, Family, Talk-Show",8.0,13761,2012
tt15282746,drops of god,Drama,8.0,13613,2023
tt9778022,abhay,"Crime, Thriller",8.0,13571,2019
tt4452630,code black,Drama,8.0,13532,2015
tt10982034,trying,"Comedy, Drama, Romance",8.0,13425,2020
tt20285780,the artful dodger,"Crime, Drama, History",8.0,13295,2023
tt0847150,sense & sensibility,"Drama, Romance",8.0,13267,2008
tt0115270,millennium,"Crime, Drama, Horror",8.0,12584,1996
tt13273826,the uncanny counter,"Action, Fantasy, Horror",8.0,12369,2020
tt4877736,braindead,"Comedy, Drama, Horror",8.0,12267,2016
tt0294097,"harvey birdman, attorney at law","Animation, Comedy, Sci-Fi",8.0,12262,2000
tt0772145,wolverine and the x-men,"Action, Adventure, Animation",8.0,12260,2008
tt4855114,good behavior,"Crime, Drama, Mystery",8.0,12120,2016
tt0081874,the hitch hiker's guide to the galaxy,"Adventure, Comedy, Sci-Fi",8.0,11904,1981
tt5332732,shahrzad,"Drama, History, Romance",8.0,11818,2015
tt15392100,the billion dollar code,"Biography, Crime, Drama",8.0,11794,2021
tt1778108,the hour,Drama,8.0,11768,2011
tt0197182,third watch,"Action, Crime, Drama",8.0,11721,1999
tt0077097,wkrp in cincinnati,Comedy,8.0,11578,1978
tt14599438,jeen-yuhs: a kanye trilogy,"Documentary, Music",8.0,11479,2022
tt1843678,scott & bailey,"Crime, Drama, Mystery",8.0,11416,2011
tt12392496,undekhi,Crime,8.0,11039,2020
tt19072562,kaala paani,"Drama, Thriller",8.0,10730,2023
tt28804856,scam 2003 - the telgi story,"Biography, Crime, Drama",8.0,10489,2023
tt6905756,pagan peak,"Crime, Drama, Mystery",8.0,10451,2018
tt27411674,shekhar home,"Crime, Drama",8.0,10414,2024
tt0118475,spawn,"Action, Adventure, Animation",8.0,10400,1997
tt9022422,the tattooist of auschwitz,"Drama, History, Romance",8.0,10384,2024
tt6554240,heels,"Drama, Sport",8.0,10309,2021
tt21916016,tanaav,"Action, Crime, Drama",8.0,10175,2022
tt8005374,explained,Documentary,8.0,10078,2018
tt9140560,wandavision,"Action, Comedy, Drama",7.9,383712,2021
tt2741602,the blacklist,"Crime, Drama, Mystery",7.9,284376,2013
tt0844441,true blood,"Drama, Fantasy, Mystery",7.9,263269,2008
tt2357547,jessica jones,"Action, Crime, Drama",7.9,229962,2015
tt2261227,altered carbon,"Action, Adventure, Drama",7.9,192591,2018
tt0098800,the fresh prince of bel-air,Comedy,7.9,147098,1990
tt6048596,the sinner,"Crime, Drama, Mystery",7.9,142737,2017
tt1830617,grimm,"Crime, Drama, Fantasy",7.9,133377,2011
tt2191671,elementary,"Crime, Drama, Mystery",7.9,121031,2012
tt15567174,the fall of the house of usher,"Drama, Horror, Mystery",7.9,119534,2023
tt0439100,weeds,"Comedy, Crime, Drama",7.9,118611,2005
tt1740299,the man in the high castle,"Drama, Sci-Fi, Thriller",7.9,113869,2015
tt11743610,the terminal list,"Action, Drama, Thriller",7.9,111305,2022
tt8064302,dead to me,"Comedy, Crime, Drama",7.9,102687,2019
tt1199099,merlin,"Adventure, Drama, Fantasy",7.9,88765,2008
tt5016504,preacher,"Action, Adventure, Comedy",7.9,83410,2016
tt2094262,da vinci's demons,"Adventure, Biography, Drama",7.9,79759,2013
tt0112178,star trek: voyager,"Action, Adventure, Drama",7.9,79150,1995
tt0162065,angel,"Action, Adventure, Drama",7.9,77060,1999
tt4477976,superstore,Comedy,7.9,72888,2015
tt0108757,er,"Drama, Romance",7.9,69388,1994
tt3566726,jane the virgin,Comedy,7.9,60821,2014
tt0805663,jericho,"Action, Drama, Mystery",7.9,59403,2006
tt0796264,eureka,"Adventure, Comedy, Drama",7.9,59376,2006
tt2708480,the terror,"Adventure, Drama, Horror",7.9,55372,2018
tt1103987,leverage,"Crime, Mystery, Thriller",7.9,54959,2008
tt0115157,dexter's laboratory,"Adventure, Animation, Comedy",7.9,54908,1996
tt1582457,the borgias,"Crime, Drama, History",7.9,54583,2011
tt2654580,almost human,"Action, Crime, Drama",7.9,52543,2013
tt7235466,9-1-1,"Action, Drama, Thriller",7.9,51200,2018
tt5952634,the spy,"Biography, Drama, History",7.9,51145,2019
tt3865236,into the badlands,"Action, Adventure, Drama",7.9,50541,2015
tt2699110,the affair,Drama,7.9,49910,2014
tt4122068,humans,"Drama, Sci-Fi",7.9,43318,2015
tt0063950,"scooby doo, where are you!","Adventure, Animation, Comedy",7.9,43133,1969
tt0118401,midsomer murders,"Crime, Drama, Mystery",7.9,40931,1997
tt4320258,resurrection: ertugrul,"Action, Adventure, Drama",7.9,40569,2014
tt0343314,teen titans,"Action, Adventure, Animation",7.9,39364,2003
tt2137109,masters of sex,"Drama, Romance",7.9,38945,2013
tt0131613,teenage mutant ninja turtles,"Action, Adventure, Animation",7.9,38531,1987
tt0480489,elfen lied,"Action, Animation, Drama",7.9,38082,2004
tt8543390,modern love,"Comedy, Drama, Romance",7.9,37531,2019
tt1255913,bored to death,"Comedy, Crime, Drama",7.9,34954,2009
tt1958961,lilyhammer,"Comedy, Crime, Drama",7.9,32899,2012
tt11379026,ghosts,"Comedy, Fantasy",7.9,32548,2021
tt8910922,solar opposites,"Adventure, Animation, Comedy",7.9,32431,2020
tt5368542,the exorcist,"Drama, Horror, Mystery",7.9,32363,2016
tt14824792,ted,Comedy,7.9,31671,2024
tt2262532,the fosters,"Drama, Romance",7.9,31325,2013
tt1985443,hatfields & mccoys,"Drama, History, Romance",7.9,29917,2012
tt6866266,escape at dannemora,"Biography, Crime, Drama",7.9,29245,2018
